iter	Passed	Remaining
652	1350	717
653	1351	715
654	1352	712
655	1353	709
656	1354	707
657	1355	704
658	1356	702
659	1357	699
660	1359	697
661	1361	695
662	1362	692
663	1363	690
664	1364	687
665	1366	685
666	1367	682
667	1368	680
668	1369	677
669	1370	675
670	1371	672
671	1372	670
672	1373	667
673	1376	665
674	1377	663
675	1378	660
676	1380	658
677	1381	655
678	1382	653
679	1383	650
680	1384	648
681	1385	645
682	1386	643
683	1387	641
684	1388	638
685	1391	636
686	1392	634
687	1393	631
688	1394	629
689	1396	627
690	1397	624
691	1398	622
692	1399	619
693	1400	617
694	1401	615
695	1402	612
696	1403	610
697	1406	608
698	1407	606
699	1408	603
700	1409	601
701	1410	598
702	1411	596
703	1412	594
704	1414	591
705	1415	589
706	1416	586
707	1417	584
708	1418	582
709	1419	579
710	1422	578
711	1423	575
712	1424	573
713	1425	570
714	1426	568
715	1427	566
716	1428	563
717	1429	561
718	1430	559
719	1431	556
720	1433	554
721	1434	552
722	1436	550
723	1437	548
724	1438	545
725	1439	543
726	1441	541
727	1442	538
728	1443	536
729	1444	534
730	1445	531
731	1446	529
732	1447	527
733	1448	524
734	1450	523
735	1452	520
736	1453	518
737	1454	516
738	1455	513
739	1456	511
740	1457	509
741	1458	507
742	1459	504
743	1460	502
744	1461	500
745	1463	498
746	1464	495
747	1466	494
748	1468	492
749	1470	490
750	1471	487
751	1472	485
752	1473	483
753	1474	481
754	1476	478
755	1477	476
756	1478	474
757	1479	472
758	1481	470
759	1482	468
760	1484	466
761	1485	463
762	1486	461
763	1487	459
764	1488	457
765	1489	455
766	1490	452
767	1491	450
768	1492	448
769	1494	446
770	1496	444
771	1497	442
772	1498	440
773	1499	437
774	1500	435
775	1502	433
776	1503	431
777	1504	429
778	1505	427
779	1506	424
780	1507	422
781	1508	420
782	1510	418
783	1511	416
784	1512	414
785	1514	412
786	1515	410
787	1516	407
788	1517	405
789	1518	403
790	1519	401
791	1520	399
792	1521	397
793	1522	395
794	1523	392
795	1526	391
796	1527	389
797	1528	387
798	1530	384
799	1531	382
800	1532	380
801	1533	378
802	1535	376
803	1536	374
804	1537	372
805	1538	370
806	1541	368
807	1542	366
808	1543	364
809	1544	362
810	1545	360
811	1546	358
812	1547	356
813	1548	353
814	1549	351
815	1550	349
816	1551	347
817	1552	345
818	1554	343
819	1556	341
820	1557	339
821	1558	337
822	1559	335
823	1560	333
824	1561	331
825	1563	329
826	1564	327
827	1565	325
828	1566	323
829	1567	321
830	1568	319
831	1571	317
832	1572	315
833	1573	313
834	1574	311
835	1575	309
836	1576	307
837	1577	305
838	1578	302
839	1579	300
840	1580	298
841	1582	296
842	1583	294
843	1585	293
844	1586	291
845	1588	289
846	1589	287
847	1590	285
848	1591	283
849	1592	281
850	1593	279
851	1594	277
852	1595	275
853	1596	272
854	1597	270
855	1598	268
856	1601	267
857	1602	265
858	1603	263
859	1604	261
860	1605	259
861	1606	257
862	1608	255
863	1609	253
864	1611	251
865	1612	249
866	1613	247
867	1615	245
868	1616	243
869	1617	241
870	1619	239
871	1620	237
872	1621	235
873	1622	233
874	1623	231
875	1624	229
876	1625	227
877	1626	226
878	1627	224
879	1629	222
880	1631	220
881	1632	218
882	1633	216
883	1634	214
884	1635	212
885	1636	210
886	1637	208
887	1638	206
888	1640	204
889	1641	202
890	1642	200
891	1643	198
892	1646	197
893	1647	195
894	1648	193
895	1649	191
896	1650	189
897	1651	187
898	1652	185
899	1653	183
900	1655	181
901	1656	179
902	1657	178
903	1658	176
904	1660	174
905	1662	172
906	1663	170
907	1664	168
908	1665	166
909	1666	164
910	1667	162
911	1668	161
912	1670	159
913	1671	157
914	1672	155
915	1673	153
916	1675	151
917	1677	149
918	1678	147
919	1679	146
920	1680	144
921	1681	142
922	1682	140
923	1683	138
924	1684	136
925	1685	134
926	1686	132
927	1687	130
928	1691	129
929	1693	127
930	1694	125
931	1695	123
932	1696	121
933	1697	119
934	1698	118
935	1699	116
936	1701	114
937	1702	112
938	1703	110
939	1705	108
940	1707	107
941	1708	105
942	1709	103
943	1710	101
944	1711	99
945	1712	97
946	1713	95
947	1715	94
948	1716	92
949	1717	90
950	1718	88
951	1721	86
952	1722	84
953	1723	83
954	1724	81
955	1726	79
956	1727	77
957	1728	75
958	1729	73
959	1730	72
960	1732	70
961	1733	68
962	1737	66
963	1739	64
964	1740	63
965	1741	61
966	1742	59
967	1743	57
968	1745	55
969	1746	54
970	1747	52
971	1748	50
972	1750	48
973	1753	46
974	1754	44
975	1756	43
976	1757	41
977	1758	39
978	1759	37
979	1760	35
980	1762	34
981	1763	32
982	1766	30
983	1768	28
984	1769	26
985	1770	25
986	1772	23
987	1773	21
988	1774	19
989	1775	17
990	1776	16
991	1777	14
992	1778	12
993	1783	10
994	1784	8
995	1785	7
996	1786	5
997	1787	3
998	1790	1
999	1791	0
